customerKey,sex,isMarried,isEmployed,hasNewBaby,age,educationLevel,occupationCategory,annualIncome,race,primaryLanguage,childrenNum,avgPurchaseAmount
2ca2ffdc75,Male,0,0,0,75,"High school",NULL,196279,White,English,0,273.70
2ca300f485,Male,0,0,0,39,Basic,NULL,118326,"African american",English,1,272.94
2ca301d071,Female,0,1,0,64,"College advanced","Architecture and engineering",143770,"African american",English,0,226.71
2ca302c076,Female,0,1,0,49,"High school","Fire and safety",176453,White,Spanish,0,261.42
a8657dce-5,Male,0,1,0,25,College,"Machine maintenance",96022,White,English,4,460.42
2ca3039c81,Male,0,1,0,25,College,"Machine maintenance",96022,White,English,4,474.80
97072e0a-a,Female,1,1,1,26,"High school","Office administrative support",20020,White,Spanish,2,280.91
a8657e46-5,Female,1,0,0,78,"High school",NULL,2951,White,Other,0,257.83
2ca3046e29,Male,0,1,0,57,College,"Food preparation",80947,White,Spanish,0,304.40
2ca3054a15,Female,1,1,0,41,Basic,Management,71362,White,English,0,346.87
2ca3062690,Female,0,1,0,59,"High school","Business and finance",60785,White,English,0,265.12
a8657ebe-5,Male,0,0,0,61,College,NULL,29515,White,English,0,200.50
2ca307de01,Male,0,1,0,31,"High school",Legal,73663,White,English,3,346.78
2ca308b052,Male,1,0,0,56,"College advanced",NULL,96723,White,English,0,313.20
a8657f36-5,Female,1,1,0,42,Basic,"Office administrative support",76611,White,English,0,261.18
2ca3098283,Female,1,1,0,42,Basic,"Office administrative support",76611,White,English,0,308.11
a8657fae-5,Male,0,1,0,58,College,Sales,18073,White,English,0,211.79
2ca30a5e70,Male,0,0,0,61,"High school",NULL,126761,White,English,0,263.09
a8658030-5,Female,0,0,0,29,Basic,NULL,44082,White,English,0,249.56
2ca30b3a65,Female,0,0,0,29,Basic,NULL,44082,White,English,0,248.39
2ca30c1699,Female,0,1,0,47,"College advanced","Office administrative support",138881,White,Spanish,0,260.56
2ca30ce858,Male,0,1,0,49,"High school","Business and finance",70185,White,English,0,261.13
2ca30dc434,Female,0,0,0,39,"College advanced",NULL,85589,White,Spanish,4,441.70
2ca30e9653,Female,1,1,0,20,College,"Sanitation and maintenance",40122,White,English,4,340.64
2ca30f7239,Female,0,1,0,37,College,Sales,198324,White,English,4,413.94
2ca3104486,Female,0,1,0,45,College,"Architecture and engineering",56367,White,European,0,256.11
2ca3112069,Male,1,1,0,60,College,"Office administrative support",103380,"African american",English,0,298.37
2ca311f282,Male,0,1,0,44,"High school",Transportation,136248,White,English,0,301.39
2ca312c486,Male,0,1,0,35,"High school","Personal care",113347,White,English,4,448.78
a86580a8-5,Female,0,1,0,21,"High school","Material production",59994,White,Other,4,356.11
2ca313a064,Female,0,1,0,21,"High school","Material production",59994,White,Other,4,330.96
2ca3147270,Female,1,1,0,50,"High school","Sanitation and maintenance",55916,"African american",English,0,308.35
2ca3154496,Male,0,0,0,26,"College advanced",NULL,111009,White,Spanish,0,234.25
2ca3162078,Male,1,0,0,73,"High school",NULL,115517,White,English,0,289.30
2ca316fc99,Male,1,1,0,43,"High school",Management,148018,"African american",English,0,284.44
2ca317d849,Male,1,0,0,59,Basic,NULL,91559,White,Spanish,0,359.96
2ca318aa58,Female,0,1,0,38,Basic,Management,163169,White,Spanish,4,378.26
2ca3198606,Female,0,0,0,45,Basic,NULL,139819,White,Spanish,0,207.15
2ca31a5871,Female,0,1,0,41,"College advanced","Sports, media, and entertainment",48564,White,English,0,279.92
2ca31b3433,Female,0,1,0,20,"High school",Management,56512,White,English,0,274.13
2ca31c1023,Female,1,0,0,46,College,NULL,67728,White,English,0,365.35
a8658120-5,Male,0,1,0,60,Basic,Management,29963,White,English,0,229.31
2ca31cec64,Male,1,1,0,31,"High school",Sales,177643,White,European,2,371.94
2ca31dc814,Male,0,0,0,69,"High school",NULL,71882,Mixed,English,0,263.38
2ca31e9a81,Female,0,1,0,27,"High school","Fire and safety",45463,White,English,5,353.55
2ca31f6c49,Male,1,1,0,51,"College advanced",Management,61765,White,Spanish,0,322.33
2ca3204858,Male,1,1,0,47,College,Sales,116463,White,English,0,385.54
2ca3211a94,Male,1,0,0,69,Basic,NULL,48832,White,English,0,348.50
2ca321f642,Male,0,1,0,40,College,"Healthcare practice",190003,"African american",English,0,314.49
a8658198-5,Female,1,0,0,75,"High school",NULL,189654,White,English,0,364.87
2ca322d228,Female,1,0,0,75,"High school",NULL,189654,White,English,0,308.97
2ca323a483,Female,0,1,0,33,"College advanced","Personal care",46885,White,English,4,364.17
2ca3248091,Male,0,0,0,20,"High school",NULL,121052,White,Spanish,2,344.71
a8658288-5,Male,0,1,0,74,"High school","Business and finance",197145,White,English,0,295.50
2ca3255c89,Male,0,1,0,74,"High school","Business and finance",197145,White,English,0,309.10
2ca3263818,Male,1,1,0,31,Basic,Transportation,121049,White,English,0,371.82
2ca3271411,Male,1,1,0,26,"High school","Construction and extraction",48262,White,English,1,363.67
2ca327e658,Female,0,0,0,69,College,NULL,44732,White,English,0,237.96
2ca328c263,Male,1,1,0,50,"High school","Architecture and engineering",89986,White,English,0,379.42
2ca3299451,Male,1,0,0,70,Basic,NULL,94430,"African american",English,0,414.83
2ca32a7043,Female,1,0,0,19,"High school",NULL,43689,White,English,4,245.62
2ca32b4c63,Male,0,1,0,33,"High school",Management,44818,Mixed,English,5,334.70
a865830a-5,Female,1,1,0,34,College,"Healthcare support",2827,"African american",English,1,252.01
2ca32c1e53,Male,1,1,0,34,"College advanced","Business and finance",67768,"African american",European,0,293.92
2ca32cfa70,Female,0,1,0,64,"High school","Food preparation",178534,White,English,0,325.53
2ca32dcc12,Female,1,0,0,49,"High school",NULL,154470,White,Spanish,0,369.14
2ca32ea851,Female,1,1,0,54,College,"Office administrative support",87253,"African american",English,0,315.65
a86583fa-5,Female,1,0,0,20,"High school",NULL,8907,Asian,English,3,294.34
2ca32f7a42,Female,1,1,0,21,"High school","Material production",120654,White,European,2,441.16
2ca3305649,Male,0,1,0,38,"High school","Software engineering and math",41181,White,English,2,326.26
2ca3313229,Male,0,0,0,19,College,NULL,70130,White,English,1,342.80
a8658472-5,Female,0,0,0,39,College,NULL,57993,"African american",English,5,305.20
2ca3320421,Female,0,0,0,39,College,NULL,57993,"African american",English,5,365.98
2ca332e061,Female,1,1,0,69,College,Transportation,94419,White,English,0,378.37
2ca333bc34,Female,1,1,0,19,"College advanced",Transportation,118446,White,Spanish,4,392.07
2ca3349883,Male,1,0,0,45,College,NULL,97536,White,English,0,303.94
2ca3357423,Male,0,1,0,45,College,"Material production",86376,White,English,0,328.84
2ca3364661,Male,1,1,0,48,Basic,Transportation,115047,White,Spanish,0,325.48
2ca3372244,Female,0,1,0,27,"High school",Transportation,142262,White,Spanish,0,268.37
2ca337f402,Female,0,1,0,58,"High school","Food preparation",55833,"African american",English,0,234.57
2ca338d022,Male,0,0,0,70,"High school",NULL,46058,"African american",Asian,0,280.67
2ca339ac01,Male,0,1,0,26,College,"Sanitation and maintenance",104803,White,English,3,364.44
2ca33a7e43,Male,0,1,0,23,"High school","Office administrative support",141312,White,English,1,330.38
2ca33b5a60,Female,0,0,0,72,"High school",NULL,67101,"African american",Spanish,0,262.37
2ca33c3621,Female,0,1,0,43,College,"Software engineering and math",171684,White,English,0,277.93
a86584ea-5,Female,0,0,0,72,"High school",NULL,193365,White,English,0,305.03
2ca33de453,Female,0,0,0,72,"High school",NULL,193365,White,English,0,285.50
2ca33ec063,Male,0,0,0,21,College,NULL,79600,White,English,5,315.44
a8658562-5,Male,1,1,0,43,Basic,Sales,24126,White,English,0,260.50
2ca33f9242,Male,0,1,0,27,College,"Healthcare support",56148,White,English,2,275.36
2ca3406477,Female,1,1,0,47,College,"Fire and safety",43830,White,Spanish,0,242.22
2ca3414007,Female,0,0,0,54,"High school",NULL,185238,"African american",English,0,246.44
2ca3421281,Female,1,0,0,58,College,NULL,85402,White,English,0,339.67
2ca342ee31,Male,0,1,0,32,"High school",Education,89877,"African american",Spanish,1,339.40
2ca343c098,Male,0,1,0,50,"College advanced","Healthcare support",176703,White,English,0,332.10
2ca3449c14,Female,0,1,0,64,College,"Material moving",179293,White,English,0,340.81
2ca3457867,Male,0,0,0,67,"College advanced",NULL,70235,White,English,0,236.59
2ca3464a07,Male,1,1,0,68,College,Sales,92101,White,Spanish,0,305.08
2ca3472697,Female,0,0,0,61,"High school",NULL,100867,White,English,0,321.58
2ca347f801,Female,1,1,0,51,"High school","Material moving",93696,White,English,0,361.11
2ca348de73,Female,1,1,0,48,"High school","Business and finance",122266,White,English,0,260.55
a86585e4-5,Female,0,1,0,59,"High school","Software engineering and math",60587,White,Spanish,0,206.20
2ca349b089,Female,0,1,0,59,"High school","Software engineering and math",60587,White,Spanish,0,253.62
2ca34a8c51,Female,0,1,0,53,College,"Machine maintenance",62857,White,Asian,0,212.22
a865865c-5,Female,1,0,0,65,"College advanced",NULL,27607,White,English,0,238.74
2ca34b6850,Female,0,1,0,48,"High school","Software engineering and math",48377,White,English,0,228.37
2ca34c4432,Male,0,1,0,34,"High school","Business and finance",117605,White,Spanish,4,326.20
2ca34d1669,Male,0,1,0,38,College,"Personal care",51596,White,Other,4,327.48
2ca34df296,Male,0,0,0,63,"High school",NULL,129239,"African american",Asian,0,232.72
a86586d4-5,Female,1,1,0,48,College,Transportation,0,"African american",English,0,243.95
2ca34ed851,Male,0,1,0,41,"High school","Business and finance",80587,White,English,0,355.79
2ca34faa53,Male,1,1,0,43,"College advanced","Sanitation and maintenance",179727,"African american",English,0,309.97
2ca3508631,Male,1,1,0,59,College,Management,73130,White,Spanish,0,275.54
2ca3516222,Female,1,1,0,32,Basic,"Construction and extraction",41324,White,English,2,269.52
2ca3523442,Male,0,1,0,29,College,Education,105632,Mixed,Spanish,0,279.10
a865874c-5,Male,0,1,0,34,"High school","Healthcare practice",126149,White,English,0,271.82
2ca3531a82,Male,0,1,0,34,"High school","Healthcare practice",126149,White,English,0,243.95
2ca353f670,Female,1,1,0,26,College,"Construction and extraction",65172,White,English,3,268.80
a86587c4-5,Male,1,0,0,41,College,NULL,147890,"African american",English,0,324.94
2ca354d217,Male,1,0,0,41,College,NULL,147890,"African american",English,0,389.46
2ca355a425,Male,0,1,0,36,"High school","Office administrative support",56645,White,Asian,6,364.70
2ca3567693,Male,0,1,1,34,"High school","Software engineering and math",44198,White,Spanish,2,359.60
97072f86-a,Male,0,1,1,34,"High school","Software engineering and math",44198,White,Spanish,2,404.15
2ca3575283,Female,1,1,0,64,College,"Law enforcement",73004,"African american",English,0,284.38
2ca3582477,Male,1,1,0,31,College,"Construction and extraction",169547,White,English,5,431.41
2ca3590019,Male,1,1,0,60,"High school","Sanitation and maintenance",90710,White,European,0,301.91
2ca359dc74,Male,1,1,0,60,"High school",Transportation,117472,White,English,0,323.02
2ca35aae94,Male,0,0,0,66,College,NULL,155797,Asian,English,0,281.40
2ca35b8a76,Female,0,1,0,65,Basic,"Healthcare practice",94401,Asian,English,0,277.93
2ca35c6612,Male,0,1,0,59,"High school","Sports, media, and entertainment",178348,White,Spanish,0,226.92
2ca35efa30,Female,1,1,0,41,Basic,Management,56995,White,English,0,307.52
2ca35ffe29,Female,1,1,0,39,College,"Business and finance",72907,White,English,2,295.19
2ca360da91,Female,0,1,0,64,"High school","Sanitation and maintenance",49062,White,Spanish,0,244.36
2ca361c041,Female,1,1,0,37,Basic,"Machine maintenance",73473,White,English,2,334.99
2ca3629c83,Male,0,1,0,28,College,Sales,97285,White,Spanish,0,317.55
a865883c-5,Male,0,1,0,23,"High school","Personal care",82360,White,European,8,489.35
2ca3636e96,Male,0,1,0,23,"High school","Personal care",82360,White,European,8,454.60
2ca3644a62,Female,0,0,0,21,"High school",NULL,92455,"African american",English,3,368.58
a86588b4-5,Male,0,0,0,69,"High school",NULL,4659,White,Spanish,0,195.36
2ca3652603,Female,1,0,0,66,"College advanced",NULL,98818,White,Spanish,0,391.42
a865892c-5,Male,1,1,0,59,College,"Office administrative support",78443,"African american",English,0,337.54
2ca3660219,Male,1,1,0,59,College,"Office administrative support",78443,"African american",English,0,266.88
2ca366d482,Male,1,0,0,29,"High school",NULL,65379,White,English,0,348.63
2ca3688c76,Male,1,1,0,36,"High school","Machine maintenance",78979,White,English,1,275.75
2ca3697215,Male,0,1,0,22,College,"Office administrative support",40219,White,English,0,276.16
a86589a4-5,Female,0,1,0,22,"High school","Construction and extraction",174047,White,Spanish,3,373.17
2ca36a4e71,Female,0,1,0,22,"High school","Construction and extraction",174047,White,Spanish,3,332.32
2ca36b2a23,Female,1,1,0,64,"High school","Office administrative support",63199,"African american",English,0,307.34
a8658a26-5,Female,1,1,0,43,"College advanced","Sanitation and maintenance",181176,White,English,0,264.25
2ca36bfc22,Female,1,1,0,43,"College advanced","Sanitation and maintenance",181176,White,English,0,302.62
2ca36cd817,Female,1,0,0,49,"High school",NULL,116411,White,English,0,384.08
2ca36dbe56,Female,0,1,0,26,"High school","Office administrative support",66551,White,Spanish,2,285.54
2ca36e9064,Male,1,0,0,60,"High school",NULL,109952,White,English,0,322.79
2ca36f6c15,Female,0,0,0,60,College,NULL,98286,White,English,0,282.44
2ca3703e16,Male,1,0,0,19,"High school",NULL,64716,White,English,1,424.08
2ca3711a39,Male,0,1,0,37,College,Management,193620,White,English,4,414.74
2ca371f695,Female,0,0,0,51,"High school",NULL,156275,White,Spanish,0,278.80
a8658a9e-5,Female,0,1,0,56,"High school","Machine maintenance",39895,White,Spanish,0,222.41
2ca3743a11,Male,0,0,0,32,College,NULL,50483,White,English,1,275.59
a8658b16-5,Female,0,0,0,67,"High school",NULL,0,White,English,0,273.61
a8658b8e-5,Female,0,1,0,44,College,"Healthcare practice",13273,White,Asian,0,218.73
a8658c06-5,Female,0,1,0,51,Basic,"Material moving",93527,White,European,0,308.48
2ca3753406,Female,0,1,0,51,Basic,"Material moving",93527,White,European,0,329.39
2ca3764c27,Female,0,0,0,29,College,NULL,59715,White,English,4,364.41
2ca3773c93,Female,0,0,0,61,"College advanced",NULL,53484,"African american",English,0,208.46
2ca3781821,Female,1,1,0,20,"High school",Management,68938,White,English,4,313.82
2ca378fe59,Female,0,1,0,27,"High school",Transportation,95815,White,English,2,403.52
2ca379da19,Male,1,1,0,62,College,"Food preparation",81140,"African american",English,0,281.51
2ca37ab604,Female,0,1,0,40,"High school","Business and finance",104611,White,English,4,398.02
a8658cf6-5,Male,0,1,0,42,Basic,"Healthcare support",66893,"African american",Spanish,0,237.16
2ca37b9269,Male,0,1,0,42,Basic,"Healthcare support",66893,"African american",Spanish,0,229.14
2ca37c6e60,Male,1,0,0,72,"High school",NULL,109015,White,Asian,0,360.90
a8658d78-5,Female,0,1,0,60,"High school","Sports, media, and entertainment",71949,White,English,0,307.26
2ca37d4034,Female,0,1,0,60,"High school","Sports, media, and entertainment",71949,White,English,0,247.94
2ca37e1c21,Male,1,1,0,52,College,"Food preparation",51249,White,English,0,281.01
2ca37ef848,Male,1,0,0,61,"College advanced",NULL,81401,White,English,0,375.86
2ca37fde98,Male,0,1,0,42,"High school","Personal care",117242,White,English,0,346.84
2ca380ba88,Female,1,1,0,51,"High school","Material moving",86666,White,English,0,387.39
2ca3819667,Female,1,1,0,37,"High school","Machine maintenance",93789,White,English,3,336.96
2ca3826823,Male,1,1,0,40,"High school","Sports, media, and entertainment",61440,White,English,1,302.08
2ca3834414,Male,1,1,0,33,"College advanced","Personal care",90240,"African american",English,0,302.29
a8658dfa-5,Female,1,1,0,39,"High school","Office administrative support",192740,White,English,2,427.00
2ca3842078,Female,1,1,0,39,"High school","Office administrative support",192740,White,English,2,515.52
2ca384f295,Female,1,1,0,60,College,"Material production",113899,"African american",English,0,372.45
2ca385ce18,Female,1,0,0,71,"College advanced",NULL,102754,White,English,0,388.75
2ca386aa23,Female,1,1,0,51,"High school",Sales,98373,"African american",English,0,352.90
2ca3878612,Female,0,1,0,26,College,Management,106635,White,English,4,339.27
2ca3886276,Female,1,1,0,59,College,Management,69094,White,English,0,345.95
2ca3893e16,Male,1,1,0,39,"High school",Education,82701,White,English,0,324.15
a8658e72-5,Male,1,1,0,50,Basic,Legal,0,"African american",English,0,211.09
2ca38a1071,Female,1,1,0,46,"High school",Education,57448,White,English,0,288.92
2ca38aec65,Male,0,0,0,64,College,NULL,122005,White,English,0,350.33
2ca38bc807,Male,1,1,0,47,"High school","Personal care",56800,White,Spanish,0,283.29
2ca38c9a44,Male,1,1,0,43,"High school","Healthcare support",90115,"African american",English,0,340.55
2ca38d7612,Female,0,0,0,73,"College advanced",NULL,151069,"African american",Spanish,0,275.47
2ca38e5278,Female,0,0,0,61,"College advanced",NULL,48236,White,Spanish,0,241.63
2ca38f2e55,Female,1,1,0,47,College,"Material moving",46348,White,Spanish,0,295.82
2ca3900a63,Male,0,1,0,47,"High school","Food preparation",40230,White,English,0,228.48
a8658eea-5,Female,0,1,0,41,"College advanced","Sanitation and maintenance",74761,"African american",European,0,199.59
2ca390e629,Female,0,1,0,41,"College advanced","Sanitation and maintenance",74761,"African american",European,0,219.41
a8658f62-5,Male,0,0,0,49,College,NULL,31860,White,Spanish,0,213.12
2ca391b843,Male,0,1,0,37,"College advanced","Fire and safety",64145,White,English,3,267.24
